,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
142,Gagae,Greek,https://en.wikipedia.org//wiki/Gagae,36°17′56.4″N,30°21′17.3″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Coordinates: 36°17′56.4″N 30°21′17.3″E﻿ / ﻿36.299000°N 30.354806°E﻿ / 36.299000; 30.354806
Gagae or Gagai (Ancient Greek: Γάγαι) was a town on the southeast coast of ancient Lycia, in what is now the province of Antalya, from which the Gagates lapis derived its name.[1][2] The ruins are located in Kumluca district, Antalya Province, Turkey. Excavations in 2007 revealed an upper and lower acropolis and evidence of Rhodian colonization.[3]
"
143,Gallipoli,Greek,https://en.wikipedia.org//wiki/Gallipoli,40°21′N,26°28′E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Gallipoli_peninsula_from_space.png/800px-Gallipoli_peninsula_from_space.png,"
"
144,Gambrium,Greek,https://en.wikipedia.org//wiki/Gambrium,39°05′15″N,27°21′04″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Izmir_in_Turkey.svg/800px-Izmir_in_Turkey.svg.png,"Gambrium or Gambrion (Ancient Greek: Γάμβριον and Γάμβρειον), also Gambreium or Gambreion (Γάμβρειον), was a town of ancient Aeolis and of Mysia, quite close to Pergamum. Its location is near Kınık and Bergama in İzmir province, in the Aegean Region of Turkey. 
"
145,Gaziantep,Greek,https://en.wikipedia.org//wiki/Gaziantep,37°04′N,37°23′E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/View_from_Gaziantep_Castle.jpg/800px-View_from_Gaziantep_Castle.jpg,"Gaziantep (Turkish pronunciation: [ɡaːˈziantep]), previously and still informally called Aintab or Antep (pronounced [anˈtep]), is the capital of Gaziantep Province, in the westernmost part of Turkey's Southeastern Anatolia Region, approximately 185 kilometres (115 mi) east of Adana and 97 kilometres (60 mi) north of Aleppo, Syria. It is probably located on the site of ancient Antiochia ad Taurum, and is near ancient Zeugma.
"
146,Gaziura,Greek,https://en.wikipedia.org//wiki/Gaziura,,,,"Gaziura (Greek: Γαζίουρα), was a town in Pontus, on the river Iris, near the point where its course turns northwards. Some scholars equate Gaziura with Talaura,[1] others with Ibora,[2] and others with modern Turhal.[3]
"
147,Giresun Island,Greek,https://en.wikipedia.org//wiki/Giresun_Island,40°55′44″N,38°26′10″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Giresun_Ada.jpg/800px-Giresun_Ada.jpg,"Giresun Island (Turkish: Giresun Adası) is a small island that has an area of 4 hectares and lies 1.2 km from the Turkish city of Giresun on the southeastern coast of Black Sea. It is the largest island on the Turkish Black Sea coast.
"
148,Gördes,Greek,https://en.wikipedia.org//wiki/G%C3%B6rdes,38°56′N,28°17′E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/G%C3%B6rdes_Cadde_-_panoramio_-_adnan_akyol_%283%29.jpg/800px-G%C3%B6rdes_Cadde_-_panoramio_-_adnan_akyol_%283%29.jpg,"Gördes is a town and district of Manisa Province in the Aegean region of Turkey. According to the 2000 census, population of the district is 38,110 of which 10,809 live in the town of Gördes.[3][4] The district covers an area of 947 km2 (366 sq mi),[5] and the town lies at an elevation of 578 m (1,896 ft).
"
149,Gryneium,Greek,https://en.wikipedia.org//wiki/Gryneium,38°52′28″N,27°4′9″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Gryneium or Gryneion (Ancient Greek: Γρύνειον), also Grynium or Grynion (Γρύνιον), Grynia or Gryneia (Γρύνεια) and Grynoi (Γρῦνοι),[1] was a city of ancient Aeolis. It was located 40 stadia from Myrina and 70 from Elaea. In early times it was independent, one of the 12 important cities of Aeolis, but afterwards became subject to Myrina. It contained a sanctuary of Apollo with an ancient oracle and a splendid temple of white marble.[2][3][4][5][6] Pausanias wrote that at Gryneium, where there was an amazing grove of Apollo, with cultivated trees, and all those which, although they bear no fruit, are pleasing to smell or look upon.[7]
"
150,Hadrianopolis in Paphlagonia,Greek,https://en.wikipedia.org//wiki/Hadrianopolis_in_Paphlagonia,40°55′33″N,32°29′29″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Hadrianopolis in Paphlagonia (Ancient Greek: Ἁδριανούπολις ἑν Παφλαγονία) was a city in southwestern Paphlagonia, Asia Minor (modern Turkey), about 3km west of modern Eskipazar. It was inhabited at least from the 1st century BC to the 8th century AD. It was named after the Roman emperor Hadrian in the 2nd century AD. The city also bore the names of Caesarea or Kaisareia (Καισάρεια) and Proseilemmene.[1]
"
151,Halicarnassus,Greek,https://en.wikipedia.org//wiki/Halicarnassus,37°02′16″N,27°25′27″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Ruins_of_the_Mausoleum_at_Halicarnassus%2C_one_of_the_Seven_Wonders_of_the_Ancient_World.jpg/800px-Ruins_of_the_Mausoleum_at_Halicarnassus%2C_one_of_the_Seven_Wonders_of_the_Ancient_World.jpg,"Halicarnassus (/ˌhælɪkɑːrˈnæsəs/; Ancient Greek: Ἁλικαρνᾱσσός Halikarnāssós or Ἀλικαρνασσός Alikarnāssós; Turkish: Halikarnas; Carian: 𐊠𐊣𐊫𐊰 𐊴𐊠𐊥𐊵𐊫𐊰 alos k̂arnos) was an ancient Greek city at what is now Bodrum in Turkey. It was located in southwest Caria on a picturesque, advantageous site on the Ceramic Gulf.[1] The city was famous for the Mausoleum of Halicarnassus, also known simply as the Tomb of Mausolus, whose name provided the origin of the word ""mausoleum"". The mausoleum, built from 353 to 350 BC, ranked as one of the seven wonders of the ancient world.
"
152,Hamaxia (town),Greek,https://en.wikipedia.org//wiki/Hamaxia_(town),36°34′43″N,31°56′22″E,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Heinrich_Kiepert._Asia_citerior.Cilicia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cilicia.jpg,"Hamaxia (Ancient Greek: Ἁμαξία) was a town in the east of ancient Pamphylia or in the west of Cilicia.[1] It had a good roadstead for ships, and excellent cedars for ship-building.[2] Hamaxia is likely the same place as Anaxion or Anaxium or Amaxian (Ἁμαξίαν) mentioned by the Stadiasmus Maris Magni as being west of Coracesium.[3][4] Strabo reports that the town was one of the gifts of Mark Antony to Cleopatra.[5]
"
153,Hamaxitus,Greek,https://en.wikipedia.org//wiki/Hamaxitus,39°32′18″N,26°5′35″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Hamaxitus (Ancient Greek: Ἁμαξιτός, romanized: Hamaxitos) was an ancient Greek city in the south-west of the Troad region of Anatolia which was considered to mark the boundary between the Troad and Aeolis.[1] Its surrounding territory was known in Greek as Ἁμαξιτία (Hamaxitia),[2] and included the temple of Apollo Smintheus, the salt pans at Tragasai, and the Satnioeis river (modern Tuzla Çay).[3] It has been located on a rise called Beşiktepe near the village of Gülpınar (previously Külahlı) in the Ayvacık district of Çanakkale Province, Turkey.[4]
"
154,Hasankeyf,Greek,https://en.wikipedia.org//wiki/Hasankeyf,37°42′53″N,41°24′47″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Hasankeyf.JPG/800px-Hasankeyf.JPG,"Hasankeyf (Arabic: حصن كيفا‎ Ḥiṣn Kayfa‘, Kurdish: Heskîf‎,[3] Armenian: Հարսնքվ Harsnk’v, Greek: Κιφας, Kiphas, Latin: Cepha, Syriac: ܚܣܢܐ ܕܟܐܦܐ‎, romanized: Ḥesno d-Kifo[4]) was an ancient town and district located along the Tigris River in the Batman Province in southeastern Turkey. It was declared a natural conservation area by Turkey in 1981.[5]
"
155,Haydarpaşa railway station,Greek,https://en.wikipedia.org//wiki/Haydarpa%C5%9Fa_railway_station,40°59′46″N,29°01′07″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Rasimpa%C5%9Fa%2C_Haydarpa%C5%9Fa_%C4%B0skelesi%2C_Haydarpa%C5%9Fa_Gar_Binas%C4%B1_Yan%C4%B1%2C_34716_Kad%C4%B1k%C3%B6y-%C4%B0stanbul%2C_Turkey_-_panoramio.jpg/800px-Rasimpa%C5%9Fa%2C_Haydarpa%C5%9Fa_%C4%B0skelesi%2C_Haydarpa%C5%9Fa_Gar_Binas%C4%B1_Yan%C4%B1%2C_34716_Kad%C4%B1k%C3%B6y-%C4%B0stanbul%2C_Turkey_-_panoramio.jpg,"Haydarpaşa station (Turkish: Haydarpaşa Garı) is a railway station in Istanbul. Until 2012 the station was a major intercity, regional and commuter rail hub as well as the busiest railway station in Turkey. Haydarpaşa, along with Sirkeci station (on the other side of the Bosphorus), are Istanbul's two intercity and commuter railway terminals. From 19 June 2013 to 2018, all train service to the station was suspended due to the rehabilitation of the existing line for the new Marmaray commuter rail line.  The station building still houses the headquarters for District 1 of the State Railways.
"
156,Heraeum (Thrace),Greek,https://en.wikipedia.org//wiki/Heraeum_(Thrace),41°01′26″N,27°44′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thraciae-veteris-typvs.jpg/780px-Thraciae-veteris-typvs.jpg,"Heraeum  or Heraion (Ancient Greek: Ἥραιον), also known as Heraion Teichos (Ἡραῖον τεῖχος) was a Greek[1] city in ancient Thrace, located on the Propontis, a little to the east of Bisanthe.[2][3] The city was a Samian colony[4][5] and founded around 600 BC.[4] In some of the Itineraries, the place is called Hiereum or Ereon.
"
157,Hermocapelia,Greek,https://en.wikipedia.org//wiki/Hermocapelia,38°55′18″N,27°36′54″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Lydia_circa_50_AD_-_English_legend.jpg/800px-Lydia_circa_50_AD_-_English_legend.jpg,"Hermocapelia or Hermokapeleia, also possibly known as Thyessos, was a town of ancient Lydia.[1] It was inhabited from Classical through Byzantine times.[1] It stood on the Hermus River,[2] ""to the west of Apollonis in its own little plain almost completely surrounded by mountains.""[3]
"
158,Hierapolis,Greek,https://en.wikipedia.org//wiki/Hierapolis,37°55′30″N,29°07′33″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Hierapolis_01.jpg/800px-Hierapolis_01.jpg,"Hierapolis (/ˌhaɪəˈræpəlɪs/; Ancient Greek: Ἱεράπολις, lit. ""Holy City"") was an ancient Greek city located on hot springs in classical Phrygia in southwestern Anatolia. Its ruins are adjacent to modern Pamukkale in Turkey and currently comprise an archaeological museum. The site has the Tomb of Philip the Apostle.
"
159,Hisarlik,Greek,https://en.wikipedia.org//wiki/Hisarlik,39°57′25″N,26°14′20″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Hisarlik (Turkish: Hisarlık, ""Place of Fortresses""), often spelled Hissarlik, is the Turkish name for an ancient city located in what is known historically as Anatolia.[note 1] It is part of Çanakkale, Turkey.[1] The archaeological site lies approximately 6.5 kilometres (4.0 mi) from the Aegean Sea and about the same distance from the Dardanelles. The site is a partial tell, or artificial hill, elevated in layers over an original site. In this case the original site was already elevated, being the west end of a ridge projecting in an east–west direction from a mountain range.
"
160,Hydai,Greek,https://en.wikipedia.org//wiki/Hydai,37°16′57″N,27°41′13″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Heinrich_Kiepert._Asia_citerior.Caria.jpg/800px-Heinrich_Kiepert._Asia_citerior.Caria.jpg,"Hydai or Kydai was a town of ancient Caria. Its name does not appear in ancient authors, but is inferred from epigraphic evidence; its demonym was Hydaieis (Ancient Greek: Ὑδαιεῖς) or Kydaieis (Κυδαιεῖς).[1] It was a polis (city-state) and a member of the Delian League.[1]
"
161,Hyrcanis (Lydia),Greek,https://en.wikipedia.org//wiki/Hyrcanis_(Lydia),38°40′03″N,27°40′02″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Lydia_circa_50_AD_-_English_legend.jpg/800px-Lydia_circa_50_AD_-_English_legend.jpg,"Hyrcanis or Hyrkaneis, also known as Hyrcania (Ancient Greek: Ὑρκανία), was a Roman and Byzantine-era city[1] and bishopric in ancient Lydia, now in western Turkey. It was situated in the Hyrcanian plain (τὸ Ὑρκάνιον πεδίον), which is said to have derived its name from a colony of Hyrcanians being settled here by the Persians.[2][3] They were afterwards mingled with some Macedonians, who also settled in this district, whence they are called by Pliny the Elder and Tacitus ""Macedones Hyrcani.""[4][5][6][7] The city minted its own coins.[8][9]
"
162,Iasos,Greek,https://en.wikipedia.org//wiki/Iasos,37°16′40″N,27°35′11″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Hellenistic_tower_and_bouleuterion_of_Iasos_AvL.JPG/800px-Hellenistic_tower_and_bouleuterion_of_Iasos_AvL.JPG,"Iasos or Iassos (/ˈaɪəˌsɒs/; Greek: Ἰασός Iasós or Ἰασσός Iassós), also in Latinized form Iasus or Iassus (/ˈaɪəsəs/), was a Greek city in ancient Caria located on the Gulf of Iasos (now called the Gulf of Güllük), opposite the modern town of Güllük, Turkey. It was originally on an island, but is now connected to the mainland. It is located in the Milas district of Muğla Province, Turkey, near the Alevi village of Kıyıkışlacık, about 31 km from the center of Milas.
"
163,Ibora,Greek,https://en.wikipedia.org//wiki/Ibora,40°37′21″N,36°34′15″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Justinian555AD.png/800px-Justinian555AD.png,"Ibora was a city in the late Roman province of Helenopontus, which became a Christian bishopric. It is now called İverönü, Erbaa[1] in present-day Tokat Province, Turkey. This is stated also by the Annuario Pontificio, which lists the bishopric as a titular see.[2]
"
164,Idebessos,Greek,https://en.wikipedia.org//wiki/Idebessos,36°33′17″N,30°12′08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Idebessos_-_Sarcophagi_with_shield_and_spear.jpg/800px-Idebessos_-_Sarcophagi_with_shield_and_spear.jpg,"Idebessos or Idebessus, also known as Edebessus or Edebessos (Ancient Greek: Ἐδεβησσός)[1] or (Ancient Greek: Ἐδεβησός),[2] was an ancient city in Lycia. It was located at the foot of the Bey Mountains to the west of the Alakır river valley. Today its ruins are found a short distance to the west of the small village of Kozağacı in the Kumluca district of Antalya Province, Turkey. The site, 21 kilometres north-northwest of Kumluca, is overgrown with forest and hard to reach.[3]
"
165,Idyma,Greek,https://en.wikipedia.org//wiki/Idyma,37°03′34″N,28°22′02″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Heinrich_Kiepert._Asia_citerior.Caria.jpg/800px-Heinrich_Kiepert._Asia_citerior.Caria.jpg,"Idyma (Ancient Greek: Ἴδυμα), or Idymus or Idymos (Ἴδυμος), was a coastal town of ancient Caria, strategically placed at the head of a gulf,[1] near the Idymos (Ἴδυμος) river.[2] It is located in the modern town of Gökova.
"
166,Idyros,Greek,https://en.wikipedia.org//wiki/Idyros,36°36′09″N,30°33′35″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Idyros (Ancient Greek: Ἴδυρης, Latin: Idyrus) was a Greek city in ancient Lycia. Its exact location is uncertain. According to Pseudo-Scylax it was located north of Phaselis.[citation needed]
"
167,"İkizçınar, Ermenek",Greek,"https://en.wikipedia.org//wiki/%C4%B0kiz%C3%A7%C4%B1nar,_Ermenek",,,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"İkizçın is a village in the district of Ermenek, Karaman Province in Turkey.[1]
"
168,Ildır,Greek,https://en.wikipedia.org//wiki/Ild%C4%B1r,38°23′1.78″N,26°28′34.14″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ildiri_Erythrai.JPG/800px-Ildiri_Erythrai.JPG,"
"
169,Imbros,Greek,https://en.wikipedia.org//wiki/Imbros,40°09′39″N,25°50′40″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Gokceada4.JPG/800px-Gokceada4.JPG,"
"
